,type,city,latitude,longitude,price_range,rating,votes,photo_count,delivery,area,chain_restaurant,indian,asian,western,middle_eastern,fast_food,others,highlights_count
246,Quick Bites,Agra,27.20475281,77.95335677,1,0.0,2,0,1,240928,0,0,0,0,0,1,0,3
247,Café/Bakery,Agra,27.1896307,78.00745826,1,0.0,2,0,1,240928,0,0,0,0,0,0,0,5
248,Café/Bakery,Agra,27.1692699,78.0439085,1,0.0,2,0,0,240928,0,0,0,0,0,0,1,4
249,Café/Bakery,Agra,27.18258962,77.96497475,1,0.0,3,0,0,240928,0,0,0,0,0,0,0,3
250,Quick Bites,Agra,0.0,0.0,1,0.0,3,0,0,240928,0,0,0,0,0,1,0,5
251,Quick Bites,Agra,27.2082065,78.0432599,1,0.0,2,0,0,240928,0,0,0,0,0,1,0,5
252,Café/Bakery,Agra,27.2168851,78.0163619,1,0.0,2,0,0,240928,0,0,0,0,0,1,1,3
253,Casual Dining,Agra,27.1577095,78.0524211,3,4.9,470,291,0,240928,0,1,0,1,0,0,0,27
254,Quick Bites,Agra,27.21145,78.00238056,2,4.4,814,154,1,240928,1,1,0,0,0,1,1,8
255,Casual Dining,Agra,27.1956363,77.9980228,2,4.4,91,54,1,240928,0,1,0,0,0,0,0,12
256,Café/Bakery,Agra,27.204638,78.0043593,2,4.4,75,2,1,240928,0,0,0,0,0,1,0,8
257,Café/Bakery,Agra,27.1590485,78.0576793,2,4.3,133,174,1,240928,1,0,0,1,0,1,1,7
258,Café/Bakery,Agra,27.15932157,78.01096525,1,4.3,115,58,0,240928,0,0,0,0,0,0,1,2
259,Café/Bakery,Agra,27.215302,78.02647,1,4.3,16,1,1,240928,1,1,1,0,0,1,0,9
260,Café/Bakery,Agra,27.208216,78.0432707,1,4.3,5,1,0,240928,1,1,1,0,0,1,0,9
261,Quick Bites,Agra,27.18293767,77.97968365,1,4.2,801,107,0,240928,1,0,0,0,0,1,0,14
262,Quick Bites,Agra,27.2041664,77.9541779,1,4.2,194,26,1,240928,1,0,0,0,0,1,1,9
263,Café/Bakery,Agra,27.1896837,78.0106742,1,4.2,89,2,1,240928,0,0,0,0,0,1,0,5
264,Café/Bakery,Agra,27.210888,78.026366,1,4.2,94,1,1,240928,1,1,1,0,0,1,0,9
265,Casual Dining,Agra,27.1587861,78.0555835,3,4.2,49,39,0,240928,0,1,0,0,0,0,0,12
266,Quick Bites,Agra,27.188085,77.9878,2,4.1,160,4,1,240928,0,1,0,0,0,0,0,6
267,Café/Bakery,Agra,27.16012,78.0095373,1,4.1,159,118,0,240928,0,0,0,0,0,1,1,6
268,Quick Bites,Agra,27.16666092,78.00121039,2,4.1,130,7,1,240928,0,0,0,0,0,1,1,9
269,Quick Bites,Agra,27.21469721,78.02240722,2,4.1,113,81,1,240928,0,0,0,0,0,1,0,9
270,Café/Bakery,Agra,27.20580302,78.00432242,1,4.1,141,23,1,240928,0,1,0,0,0,1,0,7
271,Quick Bites,Agra,27.16018905,78.04220963,2,4.1,114,58,0,240928,1,0,0,0,0,1,1,10
272,Casual Dining,Agra,27.20755804,78.00079872,3,4.1,144,44,0,240928,0,1,0,0,0,0,0,9
273,Quick Bites,Agra,27.20442,78.006124,1,4.1,134,18,0,240928,0,0,0,0,0,1,0,9
274,Quick Bites,Agra,27.208726,77.978974,1,4.1,5,1,1,240928,0,1,0,0,0,0,0,8
275,Quick Bites,Agra,27.15751261,78.05060729,2,4.0,286,48,0,240928,1,0,0,0,0,1,0,11
276,Casual Dining,Agra,27.15789654,78.05669121,3,2.2,25,20,0,240928,0,1,1,0,0,0,0,11
277,Casual Dining,Agra,27.16229388,78.03943757,2,2.3,27,13,0,240928,0,1,1,0,0,0,0,8
278,Casual Dining,Agra,27.16643392,78.01488966,3,2.3,20,17,1,240928,0,1,0,0,0,0,0,8
279,Casual Dining,Agra,27.16445556,78.03861111,3,2.3,19,6,0,240928,0,1,1,0,0,0,0,7
280,Casual Dining,Agra,27.16622721,78.01564436,3,2.4,46,29,1,240928,0,1,1,0,0,0,0,7
281,Café/Bakery,Agra,27.16022813,78.04215297,2,2.4,27,21,0,240928,0,0,0,0,0,0,1,17
282,Casual Dining,Agra,27.2144396,78.0181797,3,2.5,146,26,1,240928,0,1,1,0,0,0,0,8
283,Quick Bites,Agra,27.15806628,78.0480773,2,2.5,26,2,0,240928,0,1,1,0,0,0,0,9
284,Casual Dining,Agra,27.22070618,77.93076184,2,2.6,22,15,1,240928,0,1,1,0,0,0,0,11
285,Casual Dining,Agra,27.16074867,78.02837782,3,2.6,20,15,0,240928,0,1,1,0,0,0,0,14
286,Casual Dining,Agra,27.16877696,77.98416059,2,2.6,32,5,0,240928,0,1,1,0,0,1,0,9
287,Casual Dining,Agra,27.16673907,78.01481724,3,2.6,13,13,1,240928,0,1,0,0,0,0,0,9
288,Casual Dining,Agra,27.1664,78.03704167,3,2.6,14,27,0,240928,0,1,1,0,0,0,0,9
289,Casual Dining,Agra,27.20830834,78.01251322,3,2.7,49,10,1,240928,0,1,1,0,0,0,0,9
290,Quick Bites,Agra,27.1644016,78.0539436,1,2.7,46,13,1,240928,0,1,0,0,0,0,0,9
291,Café/Bakery,Agra,27.16017742,78.0114219,2,2.7,27,14,0,240928,0,0,1,0,0,1,1,9
292,Quick Bites,Agra,27.16916712,78.04205608,2,2.7,18,10,0,240928,0,1,1,0,0,0,0,7
293,Quick Bites,Agra,27.21090991,77.99881484,2,2.7,32,4,0,240928,0,1,0,0,0,0,0,6
294,Quick Bites,Agra,27.2033965,77.9509368,2,2.7,15,0,1,240928,0,1,0,0,0,1,0,5
295,Casual Dining,Agra,27.1581862,78.05862308,2,2.7,14,3,1,240928,0,1,1,0,0,0,0,9
296,Casual Dining,Agra,27.1657153,78.0354732,2,2.7,9,12,0,240928,0,1,1,0,0,0,0,12
297,Quick Bites,Agra,27.18287027,78.00132673,2,2.7,14,2,0,240928,0,1,0,0,0,0,0,2
298,Casual Dining,Agra,27.16293612,78.03903021,3,2.7,9,13,0,240928,0,1,1,0,0,0,0,10
299,Quick Bites,Agra,27.1402993,78.0461844,1,2.7,18,0,0,240928,0,1,0,0,0,1,0,5
300,Casual Dining,Agra,27.1548364,78.054323,1,2.7,10,5,0,240928,0,1,1,0,0,0,0,6
301,Café/Bakery,Agra,27.1581868,78.02495867,3,2.7,8,3,0,240928,0,0,0,0,0,0,1,7
302,Other,Agra,27.162869,78.036644,3,2.7,9,4,0,240928,0,0,1,0,0,0,0,5
303,Casual Dining,Agra,27.1597348,78.026306,3,2.7,5,8,1,240928,0,1,1,0,0,0,0,9
304,Café/Bakery,Agra,27.20154755,78.00773822,1,2.8,24,10,1,240928,1,0,0,0,0,1,1,9
305,Café/Bakery,Agra,27.1860251,77.9832446,1,2.8,23,8,0,240928,0,0,0,0,0,1,1,6
306,Casual Dining,Agra,27.16638611,78.03725556,3,2.8,18,23,0,240928,0,1,1,0,0,0,0,7
307,Quick Bites,Agra,27.18292216,78.00166301,2,2.8,15,12,0,240928,0,1,0,0,0,0,0,5
308,Quick Bites,Agra,27.2048253,77.9546191,1,2.8,22,3,0,240928,0,0,1,0,0,0,0,9
309,Casual Dining,Agra,27.16906331,78.0418187,3,2.8,15,8,0,240928,1,1,1,0,0,0,0,6
310,Quick Bites,Agra,27.18290606,78.00186452,2,2.8,10,12,0,240928,0,1,0,0,0,0,0,5
311,Quick Bites,Agra,27.21329615,78.02653078,1,2.8,21,6,0,240928,0,1,1,0,0,0,0,8
312,Quick Bites,Agra,27.1800391,77.9777383,1,2.8,9,2,0,240928,0,1,0,0,0,0,0,5
313,Quick Bites,Agra,27.15912946,77.99262498,1,2.8,10,4,0,240928,0,1,0,0,0,0,0,8
314,Casual Dining,Agra,27.1582402,77.9946715,2,2.8,10,18,0,240928,0,1,0,0,0,0,0,7
315,Quick Bites,Agra,27.1703292,77.9829974,1,2.8,12,0,1,240928,0,1,0,0,0,0,0,5
316,Casual Dining,Agra,27.1627846,78.0371372,2,2.8,8,2,0,240928,0,1,0,0,0,1,0,7
317,Casual Dining,Agra,27.17093741,78.01832691,3,2.8,5,6,0,240928,0,1,0,0,0,0,0,12
318,Fine Dining,Agra,27.204427,77.954646,2,2.8,6,0,0,240928,0,1,0,0,0,1,0,5
319,Quick Bites,Agra,27.21279135,78.02649993,2,2.8,8,1,0,240928,0,1,0,0,0,0,0,7
320,Quick Bites,Agra,27.1587518,78.0115436,1,2.8,5,4,0,240928,0,0,0,0,0,1,0,7
321,Quick Bites,Agra,27.2073946,78.029056,1,2.9,133,11,1,240928,0,1,0,0,0,0,0,5
322,Quick Bites,Agra,27.16297132,77.98760254,1,2.9,47,14,1,240928,0,0,0,0,0,1,1,8
323,Quick Bites,Agra,27.18804442,77.98801158,2,2.9,47,14,1,240928,0,1,0,0,0,0,0,8
324,Quick Bites,Agra,27.18269579,77.96547834,2,2.9,42,7,1,240928,0,0,0,0,0,1,0,5
325,Casual Dining,Agra,27.19650979,78.00004461,2,2.9,35,10,0,240928,0,1,0,0,0,0,0,6
326,Quick Bites,Agra,27.17985019,77.98346624,2,2.9,37,17,1,240928,0,1,1,0,0,0,0,11
327,Quick Bites,Agra,27.1612367,78.0599652,3,2.9,16,38,1,240928,0,0,0,0,0,0,1,11
328,Quick Bites,Agra,27.202425,77.946974,1,2.9,22,2,1,240928,0,1,0,0,0,0,0,6
329,Casual Dining,Agra,27.16363294,78.05350877,2,2.9,26,16,1,240928,0,1,0,0,0,0,0,10
330,Quick Bites,Agra,27.214676,78.0195165,2,2.9,28,0,1,240928,0,1,0,0,0,0,0,8
331,Café/Bakery,Agra,27.15895346,78.01410578,1,2.9,23,11,0,240928,0,0,0,0,0,0,1,10
332,Casual Dining,Agra,27.16662393,78.03697564,2,2.9,18,17,0,240928,0,1,1,0,0,0,0,9
333,Casual Dining,Agra,27.202143,77.953974,2,2.9,16,9,1,240928,0,1,1,0,0,0,0,7
334,Quick Bites,Agra,27.2031404,77.9528044,2,2.9,10,10,0,240928,0,1,0,0,0,0,0,7
335,Quick Bites,Agra,27.18337967,77.97903456,2,2.9,21,6,1,240928,0,0,0,0,0,1,0,8
336,Quick Bites,Agra,27.16902222,78.04255556,2,2.9,6,28,0,240928,0,1,0,0,0,1,0,6
337,Quick Bites,Agra,27.15907189,77.99278691,1,2.9,21,2,1,240928,0,1,0,0,0,0,0,9
338,Quick Bites,Agra,27.2027093,78.0037907,2,2.9,13,5,0,240928,0,0,0,0,0,0,1,6
339,Casual Dining,Agra,27.19918402,78.00586235,3,2.9,11,10,0,240928,0,1,1,0,0,0,0,8
340,Casual Dining,Agra,27.1705001,78.0460653,3,2.9,5,15,0,240928,0,1,1,0,0,0,0,11
341,Casual Dining,Agra,27.16645928,78.00030582,2,2.9,10,5,1,240928,0,1,1,0,0,0,0,12
342,Casual Dining,Agra,27.1707829,78.04624368,2,2.9,6,13,0,240928,0,1,1,0,0,0,0,10
343,Quick Bites,Agra,27.1509946,78.0346595,1,2.9,5,0,0,240928,0,1,0,0,0,0,0,5
344,Casual Dining,Agra,27.1948433,77.9633738,2,2.9,9,9,0,240928,0,1,1,0,0,0,0,11
345,Quick Bites,Agra,27.15857162,77.99039975,1,2.9,16,1,0,240928,0,0,0,0,0,1,0,8
346,Casual Dining,Agra,27.16801425,78.01450208,2,2.9,11,10,0,240928,1,1,0,0,0,0,0,7
347,Quick Bites,Agra,27.1601984,78.0424851,1,2.9,6,1,0,240928,0,1,1,0,0,0,0,5
348,Quick Bites,Agra,27.1637701,78.0523873,1,2.9,10,0,1,240928,0,1,0,1,0,0,1,7
349,Casual Dining,Agra,27.15829479,77.99465038,2,2.9,4,9,1,240928,0,1,0,0,0,0,0,10
350,Quick Bites,Agra,27.1806223,78.0100862,1,2.9,6,1,0,240928,0,0,0,0,0,1,0,5
351,Quick Bites,Agra,27.2172318,77.9445983,1,2.9,8,0,1,240928,0,1,0,0,0,0,0,6
352,Quick Bites,Agra,27.19625355,77.99848963,2,2.9,13,4,0,240928,0,1,0,0,0,0,0,6
353,Café/Bakery,Agra,27.2030228,77.953829,1,2.9,6,6,0,240928,0,0,0,0,0,0,1,7
354,Café/Bakery,Agra,27.2063884,78.0424674,1,2.9,4,0,1,240928,0,0,0,0,0,0,1,4
355,Quick Bites,Agra,27.2169151,78.0142069,1,2.9,6,0,0,240928,0,0,0,0,0,1,0,4
356,Quick Bites,Agra,27.17047866,78.04648206,3,2.9,4,9,0,240928,0,1,1,0,0,0,0,17
357,Café/Bakery,Agra,27.2170267,77.9576393,1,2.9,6,0,0,240928,1,0,0,0,0,0,1,5
358,Casual Dining,Agra,27.1965035,78.0250682,2,2.9,4,5,0,240928,0,1,0,0,0,0,0,4
359,Café/Bakery,Agra,27.16215726,78.03704906,2,2.9,5,2,0,240928,0,0,0,0,0,0,1,13
360,Casual Dining,Agra,27.16135602,78.05573501,3,2.9,5,0,1,240928,0,1,0,0,0,0,0,10
361,Quick Bites,Agra,27.15829926,78.05659968,1,2.9,7,0,0,240928,0,0,0,0,0,1,0,10
362,Other,Agra,27.2112564,78.002058,1,2.9,6,0,0,240928,0,1,0,0,0,1,0,4
363,Quick Bites,Agra,27.2041445,77.9516847,1,2.9,5,0,0,240928,0,0,1,0,0,0,0,6
364,Quick Bites,Agra,27.21294789,78.00544728,2,2.9,4,1,0,240928,0,0,0,0,0,0,0,7
365,Quick Bites,Agra,27.2186088,77.9599913,1,2.9,4,0,0,240928,0,1,0,0,0,0,0,6
366,Café/Bakery,Agra,0.0,0.0,1,2.9,5,2,0,240928,0,0,0,0,0,0,1,3
367,Quick Bites,Agra,27.20412751,77.95426872,2,3.0,145,8,0,240928,0,1,0,0,0,0,0,8
368,Quick Bites,Agra,27.2000819,78.0060672,2,3.0,66,7,0,240928,0,1,0,0,0,0,0,5
369,Quick Bites,Agra,27.195836,77.998213,1,4.1,361,9,0,240928,0,1,0,0,0,0,0,7
370,Quick Bites,Agra,27.21911438,78.00850466,1,3.9,417,52,0,240928,1,1,1,0,0,1,1,12
371,Café/Bakery,Agra,27.20491592,77.95828432,1,4.3,159,9,0,240928,1,1,1,0,0,1,0,9
372,Casual Dining,Agra,27.15861786,78.01107455,2,3.9,192,11,1,240928,0,1,0,0,0,0,0,9
373,Quick Bites,Agra,27.2121799,78.0302668,1,3.9,151,5,1,240928,0,1,0,0,0,0,0,5
374,Quick Bites,Agra,27.20188063,78.00640482,1,3.9,155,20,1,240928,0,0,0,0,0,1,0,10
375,Quick Bites,Agra,27.199163,78.007098,1,3.9,177,16,1,240928,0,0,0,0,0,1,1,9
376,Quick Bites,Agra,27.20476146,77.95701731,1,3.9,91,6,0,240928,0,1,0,0,0,0,0,6
377,Other,Agra,27.20597269,77.95353647,1,3.9,164,48,1,240928,0,1,1,0,0,0,0,10
378,Casual Dining,Agra,27.1829675,78.00138272,2,3.7,125,2,1,240928,0,1,0,0,0,0,0,5
379,Café/Bakery,Agra,27.21055807,77.9995092,2,3.8,109,66,1,240928,1,0,0,0,0,0,1,6
380,Quick Bites,Agra,27.2110148,77.9894737,2,3.4,176,42,1,240928,0,0,0,0,0,1,0,10
381,Quick Bites,Agra,27.200509,78.005896,1,4.0,90,90,1,240928,0,0,0,0,0,1,1,5
382,Casual Dining,Agra,27.19544868,77.99826365,1,3.8,137,9,1,240928,0,1,0,0,0,0,0,8
383,Quick Bites,Agra,27.202061,78.0055973,2,3.8,126,124,1,240928,0,0,0,0,0,1,0,8
384,Quick Bites,Agra,27.2107811,78.01783673,1,3.9,116,18,1,240928,1,0,0,0,0,1,0,12
385,Quick Bites,Agra,27.186472,77.980745,2,3.7,76,8,1,240928,1,0,0,0,0,1,0,6
386,Quick Bites,Agra,27.204112,77.953933,2,3.6,135,27,1,240928,0,0,0,0,0,1,1,13
387,Quick Bites,Agra,27.21477235,78.02114658,1,3.7,164,13,1,240928,0,0,0,0,0,1,0,7
388,Quick Bites,Agra,27.20471,78.016281,1,3.6,85,2,1,240928,0,1,0,0,0,0,0,5
389,Quick Bites,Agra,27.1999582,78.0044008,2,3.7,147,10,1,240928,0,1,0,0,0,0,0,7
390,Quick Bites,Agra,27.2058125,77.9507837,1,4.0,108,8,1,240928,0,0,0,0,0,1,0,6
391,Casual Dining,Agra,27.15417542,78.05913118,4,4.7,252,235,0,240928,0,1,1,1,0,0,0,14
392,Casual Dining,Agra,27.2095398,78.01884,2,4.1,274,17,0,240928,0,1,0,0,0,0,0,6
393,Casual Dining,Agra,27.1968592,78.0032925,3,4.1,213,116,0,240928,0,0,1,0,0,0,0,7
394,Casual Dining,Agra,27.21321862,78.02652542,2,3.9,151,91,0,240928,0,1,1,0,0,0,1,15
395,Casual Dining,Agra,27.20567,77.9523642,2,3.7,112,75,0,240928,0,1,0,0,0,0,0,10
396,Casual Dining,Agra,27.1584573,78.0343404,2,4.0,144,40,0,240928,0,1,0,0,0,0,0,14
397,Casual Dining,Agra,27.2146438,78.0064628,2,3.9,112,22,1,240928,1,0,0,0,0,1,1,6
398,Casual Dining,Agra,27.21136641,78.00517067,2,3.6,136,7,0,240928,0,1,0,0,0,0,0,8
399,Casual Dining,Agra,27.188828,77.987359,2,3.7,135,25,1,240928,0,1,0,0,0,0,0,6
400,Casual Dining,Agra,27.16139748,78.0115369,2,3.4,96,66,0,240928,0,1,0,0,0,0,0,12
401,Casual Dining,Agra,27.22996766,78.00326765,2,3.6,127,8,1,240928,0,1,1,0,0,0,0,9
402,Casual Dining,Agra,27.15976635,78.01072452,2,3.4,98,29,1,240928,0,1,1,0,0,1,1,8
403,Casual Dining,Agra,27.20664777,78.00478645,2,3.7,100,14,1,240928,0,1,1,0,0,0,0,7
404,Casual Dining,Agra,27.21084878,77.99013656,2,3.5,102,18,1,240928,1,1,1,0,0,1,1,10
405,Casual Dining,Agra,27.18285506,78.00222527,2,3.9,114,6,0,240928,0,1,0,0,0,0,0,7
406,Casual Dining,Agra,27.19624222,78.00179075,2,3.9,85,7,1,240928,0,1,1,0,0,0,1,11
407,Casual Dining,Agra,27.20684398,78.01620729,1,4.0,72,5,1,240928,0,1,0,0,0,0,0,6
408,Café/Bakery,Agra,27.20619185,78.00328776,2,3.6,34,54,1,240928,0,1,0,0,0,0,0,11
409,Casual Dining,Agra,27.208507,78.053068,2,3.7,108,16,0,240928,0,1,0,0,0,0,0,10
410,Casual Dining,Agra,27.2109224,78.0156711,2,3.8,73,3,1,240928,0,1,0,0,0,1,0,7
411,Casual Dining,Agra,27.16736704,78.00903998,2,3.6,58,40,1,240928,0,1,1,0,0,0,0,9
412,Casual Dining,Agra,27.198617,78.003468,2,3.6,41,14,1,240928,0,1,1,0,0,1,1,10
413,Casual Dining,Agra,27.16684079,78.01911514,2,3.8,56,36,1,240928,0,1,1,0,0,0,0,14
414,Casual Dining,Agra,27.19915778,78.00580334,3,4.0,67,38,1,240928,0,1,0,0,0,0,1,19
415,Casual Dining,Agra,27.2100133,78.0193884,2,3.7,83,0,1,240928,1,1,0,0,0,0,0,7
416,Casual Dining,Agra,27.22193036,78.01020619,2,3.7,83,24,1,240928,0,1,0,0,0,0,0,8
417,Casual Dining,Agra,27.20958692,78.01833898,2,3.7,77,14,0,240928,0,1,1,0,0,0,0,7
418,Casual Dining,Agra,27.15883324,78.01293936,2,3.6,71,21,0,240928,0,1,0,0,0,0,0,10
419,Casual Dining,Agra,27.1576394,78.0459265,3,4.0,32,65,1,240928,0,1,0,0,0,0,0,8
420,Casual Dining,Agra,27.19923859,78.00469089,1,3.7,67,18,0,240928,0,1,0,0,0,0,0,8
421,Casual Dining,Agra,27.16111827,78.03356923,3,3.7,57,41,0,240928,0,1,1,0,0,0,0,20
422,Casual Dining,Agra,27.13786433,78.0921246,1,3.0,22,79,0,240928,0,1,1,0,0,0,0,11
423,Café/Bakery,Agra,27.2052808,77.9545855,2,3.6,49,27,1,240928,0,1,1,1,0,0,1,13
424,Casual Dining,Agra,27.15820857,78.04559223,3,3.5,49,38,1,240928,0,0,1,0,0,0,0,11
425,Casual Dining,Agra,27.1586041,78.0507886,3,3.9,45,58,0,240928,0,1,1,0,0,0,0,8
426,Casual Dining,Agra,27.21200658,78.02626558,3,3.5,83,1,0,240928,0,1,0,0,0,0,0,8
427,Casual Dining,Agra,27.1621886,78.0338646,2,3.6,26,7,0,240928,0,1,0,0,0,0,0,8
428,Casual Dining,Agra,27.1574896,78.0116848,1,3.5,56,22,1,240928,0,1,1,0,0,0,0,9
429,Casual Dining,Agra,27.20578334,77.97175471,2,3.7,56,10,1,240928,0,1,1,0,0,0,0,7
430,Casual Dining,Agra,27.2050409,78.0479626,2,3.5,45,12,1,240928,0,1,1,0,0,0,0,11
431,Casual Dining,Agra,27.15759942,78.01134646,2,3.8,60,16,0,240928,0,1,0,0,0,0,0,8
432,Casual Dining,Agra,27.2073946,78.029056,2,3.2,54,3,1,240928,0,1,1,0,0,0,0,6
433,Casual Dining,Agra,27.2067645,77.9717393,2,3.3,39,23,1,240928,0,1,1,0,0,0,0,9
434,Casual Dining,Agra,27.157603,78.04794587,3,3.4,44,34,1,240928,0,1,0,0,0,0,0,13
435,Casual Dining,Agra,27.19853662,78.00391573,3,3.9,62,4,1,240928,0,1,1,0,0,1,0,6
436,Casual Dining,Agra,27.21484122,78.01766876,3,3.5,51,6,1,240928,0,1,1,0,0,0,0,7
437,Casual Dining,Agra,27.157261,78.050843,1,3.9,36,14,0,240928,0,1,0,0,0,0,0,9
438,Fine Dining,Agra,27.179304,78.005716,3,3.8,34,81,1,240928,0,1,0,0,0,0,0,10
439,Fine Dining,Agra,27.157834,78.051768,2,4.0,52,80,0,240928,0,1,1,1,0,0,0,16
440,Fine Dining,Agra,27.19936473,78.00369512,3,3.3,8,15,0,240928,0,1,1,0,0,0,0,18
441,Fine Dining,Agra,27.19917567,77.93576147,1,3.3,8,4,0,240928,0,0,0,0,0,1,0,9
442,Bar,Agra,27.20029899,78.00796118,3,0.0,3,0,0,240928,0,0,0,0,0,1,0,5
443,Quick Bites,Agra,27.19037418,77.96454594,1,3.9,168,9,1,240928,0,1,0,0,0,1,0,8
444,Café/Bakery,Agra,27.2030248,78.0017351,1,3.3,105,123,1,240928,0,0,0,0,0,1,1,7
445,Quick Bites,Agra,27.21470586,78.01879261,1,3.8,113,24,1,240928,0,1,1,0,0,0,0,5
446,Quick Bites,Agra,27.2083279,77.98932468,1,3.8,149,22,1,240928,0,1,1,0,0,0,0,11
447,Quick Bites,Agra,27.20153532,78.0075632,1,3.8,153,46,1,240928,0,0,0,1,0,1,1,10
448,Quick Bites,Agra,27.1699886,77.9834998,2,3.9,102,12,1,240928,0,0,0,0,0,1,0,7
449,Quick Bites,Agra,27.20449279,77.95515116,2,3.9,123,30,1,240928,0,1,0,0,0,0,0,7
450,Quick Bites,Agra,27.20592915,77.99811177,2,3.7,125,8,0,240928,0,0,1,0,0,0,0,7
451,Quick Bites,Agra,27.201657,78.007777,1,3.7,64,22,0,240928,0,0,0,0,0,1,0,12
452,Quick Bites,Agra,27.186336,77.9794338,1,3.7,117,9,1,240928,1,0,0,0,0,1,0,2
453,Quick Bites,Agra,27.212818,78.026351,2,3.6,154,5,1,240928,0,0,1,0,0,1,0,7
454,Quick Bites,Agra,27.20361969,77.99900293,2,3.9,123,19,1,240928,0,0,0,0,0,1,1,9
455,Quick Bites,Agra,27.18570443,77.98649961,2,3.8,100,39,0,240928,0,1,0,0,0,1,1,12
456,Quick Bites,Agra,27.18297167,77.97948617,1,3.7,123,11,1,240928,0,0,0,0,0,1,0,6
457,Quick Bites,Agra,27.152877,78.034049,1,3.7,79,3,1,240928,0,1,0,0,0,0,0,7
458,Café/Bakery,Agra,27.1925108,78.0010512,2,3.9,62,73,1,240928,0,0,0,0,0,1,1,8
459,Quick Bites,Agra,27.19894308,78.00864445,2,3.7,123,29,1,240928,0,0,0,0,0,1,0,8
460,Quick Bites,Agra,27.1799367,78.0026685,1,3.8,117,4,1,240928,0,1,0,0,0,0,0,7
461,Quick Bites,Agra,27.2296912,78.0062924,2,3.7,112,4,1,240928,0,1,0,0,0,0,0,6
462,Quick Bites,Agra,27.210266,78.030016,1,3.8,82,4,1,240928,0,0,0,0,0,1,0,7
463,Quick Bites,Agra,27.2062995,77.97189351,2,3.6,60,18,1,240928,0,1,0,0,0,0,0,10
464,Quick Bites,Agra,27.2141965,78.0229326,1,3.6,104,12,1,240928,0,0,0,0,0,1,1,9
465,Quick Bites,Agra,27.16044291,78.01158082,1,3.8,84,9,0,240928,0,1,0,0,0,1,0,10
466,Quick Bites,Agra,27.1830898,77.9785142,1,3.9,67,17,1,240928,0,0,0,1,0,1,1,7
467,Quick Bites,Agra,27.18363527,77.97854338,2,3.5,91,10,1,240928,0,1,0,0,0,1,0,12
468,Quick Bites,Agra,27.21432191,78.02602355,1,3.6,85,10,1,240928,0,0,0,0,0,1,0,6
469,Quick Bites,Agra,27.1881178,77.9873236,1,3.6,82,4,0,240928,0,1,1,0,0,0,0,7
470,Quick Bites,Agra,27.1688742,78.04177646,1,3.7,58,29,0,240928,0,1,1,0,0,1,1,9
471,Café/Bakery,Agra,27.14860278,78.03839167,1,3.6,68,24,1,240928,0,1,1,0,0,1,0,6
472,Bar,Agra,27.157261,78.050843,3,3.9,52,25,0,240928,0,1,0,0,0,0,0,9
473,Casual Dining,Agra,27.162263,78.05455,3,3.4,4,23,0,240928,0,1,0,0,0,0,0,5
474,Bar,Agra,27.2066572,77.9718809,2,3.2,8,0,0,240928,0,0,0,0,0,1,0,9
475,Bar,Agra,27.18839544,77.98851918,3,3.2,9,4,0,240928,0,1,0,0,0,0,0,11
476,Casual Dining,Agra,27.19930807,78.00690338,3,3.2,7,4,0,240928,0,1,0,0,0,1,0,7
477,Bar,Agra,27.16104101,78.03376436,3,0.0,3,5,0,240928,0,0,0,0,0,1,0,17
478,Bar,Agra,27.21126026,78.02612677,2,0.0,3,1,0,240928,0,0,0,0,0,1,0,9
479,Casual Dining,Agra,27.15971295,78.01400889,3,0.0,2,2,0,240928,0,1,0,0,0,0,0,6
480,Bar,Agra,27.160725,78.06005,2,0.0,2,3,0,240928,0,0,0,0,0,1,0,6
481,Café/Bakery,Agra,27.204123,77.953382,2,3.8,175,44,0,240928,0,1,1,1,0,0,1,11
482,Café/Bakery,Agra,27.203466,77.999749,2,3.9,109,23,1,240928,1,0,0,0,0,1,1,10
483,Café/Bakery,Agra,27.20603202,77.95289777,1,3.8,88,97,1,240928,0,0,0,0,0,1,1,9
484,Café/Bakery,Agra,27.159496,78.009561,2,3.8,61,35,1,240928,1,0,0,0,0,1,1,10
485,Café/Bakery,Agra,27.2123536,78.0180134,2,3.1,61,77,1,240928,0,0,0,0,0,0,1,5
486,Café/Bakery,Agra,27.1609503,78.0114128,1,4.0,43,39,1,240928,0,0,0,0,0,0,1,7
487,Café/Bakery,Agra,27.16145744,78.01158953,2,3.5,81,35,0,240928,0,0,0,0,0,0,1,10
488,Café/Bakery,Agra,27.16143775,78.03506691,2,4.0,65,50,0,240928,0,0,0,0,0,0,1,16
489,Quick Bites,Agra,27.15837444,78.04536425,2,3.5,71,14,1,240928,0,0,1,0,0,0,1,10
490,Café/Bakery,Agra,27.1552609,78.05056907,3,3.6,52,24,1,240928,0,0,1,0,0,1,1,11
491,Café/Bakery,Agra,27.1604026,78.0427521,2,3.7,27,60,1,240928,0,1,1,1,0,0,0,11
492,Café/Bakery,Agra,27.20944976,78.00959364,1,3.8,22,35,1,240928,0,0,0,0,0,0,1,7
493,Café/Bakery,Agra,27.16415,78.037992,2,3.8,29,25,0,240928,1,0,0,0,0,1,1,11
494,Café/Bakery,Agra,27.2280656,77.9966057,1,3.7,35,67,1,240928,0,0,0,0,0,0,1,7
495,Café/Bakery,Agra,27.205681,77.953887,2,3.5,10,46,1,240928,0,0,0,0,0,0,1,6
